full_name,eccentricity,inclination (deg),node (deg),perihelion arg (deg),perihelion distance (au),aphelion distance (au),data_arc,condition_code,n_obs_used,absolute magnitude,n,mean anomaly,time perihelion passage (tdb),spkid,pdes,pha_
       (2020 HO154),0.4983,10.13,28.68,175.35,1.163,3.47,6.0,8.0,8,24.77,0.2792,2.55,2458951.38,54286246,2020 HO154,0
       (2020 JA),0.7707,5.88,43.82,249.75,0.723,5.58,2.0,7.0,31,27.2,0.1761,173.61,2459014.45,54016946,2020 JA,0
       (2020 JB),0.5036,7.38,59.19,118.84,0.916,2.78,24.0,7.0,136,23.5,0.3931,57.75,2459853.57,54016947,2020 JB,0
       (2020 JC),0.1147,20.75,220.26,62.06,1.049,1.32,1.0,8.0,17,25.0,0.7643,309.98,2459037.95,54016951,2020 JC,0
       (2020 JD),0.491,20.11,58.0,60.84,0.661,1.94,4353.0,0.0,439,19.93,0.6655,3.65,2459995.02,54016952,2020 JD,0
       (2020 JE),0.5191,9.68,45.37,223.84,0.942,2.97,2.0,9.0,15,26.2,0.3597,346.68,2459009.54,54016953,2020 JE,0
       (2020 JF),0.5369,13.16,44.72,290.35,0.552,1.83,2.0,9.0,15,26.1,0.7565,312.38,2459035.45,54016954,2020 JF,0
       (2020 JG),0.467,6.1,220.24,225.66,0.461,1.27,9.0,6.0,45,25.8,1.225,267.4,2460076.1,54016955,2020 JG,0
       (2020 JH),0.799,8.51,63.34,48.61,0.431,3.86,23.0,7.0,160,21.8,0.3138,337.79,2460071.28,54016957,2020 JH,0
       (2020 JK),0.66,1.1,241.8,76.2,0.665,3.25,3.0,9.0,16,24.07,0.3602,338.68,2459031.69,54016960,2020 JK,0
       (2020 JL),0.5316,65.11,221.51,34.86,1.185,3.87,4.0,9.0,27,22.8,0.245,350.95,2459008.45,54016961,2020 JL,0
       (2020 JM),0.2969,5.14,53.62,92.09,0.852,1.57,12.0,8.0,32,26.2,0.7389,53.04,2458909.72,54016964,2020 JM,0
       (2020 JN),0.6621,2.79,223.22,122.72,0.399,1.96,1.0,7.0,41,27.4,0.7683,27.81,2459964.31,54016965,2020 JN,0
       (2020 JO),0.4682,8.91,212.49,325.43,0.937,2.59,2.0,8.0,18,25.9,0.4216,15.94,2458936.69,54016966,2020 JO,0
       (2020 JP),0.666,21.14,226.85,18.91,1.084,5.41,53.0,7.0,67,20.87,0.1686,170.65,2458988.4,54016967,2020 JP,0
       (2020 JR),0.3414,1.76,66.1,107.73,0.913,1.86,25.0,6.0,159,25.1,0.6037,284.33,2460125.86,54016969,2020 JR,0
       (2020 JS),0.2847,21.16,220.08,322.0,0.964,1.73,2.0,9.0,9,25.8,0.6303,24.34,2458935.88,54016970,2020 JS,0
       (2020 JT),0.3748,20.98,222.33,91.07,0.974,2.14,756.0,1.0,93,22.32,0.5069,116.09,2459771.49,54016974,2020 JT,0
       (2020 JU),0.0861,10.7,259.04,167.08,0.858,1.02,184.0,3.0,303,20.83,1.084,193.78,2460153.91,54016975,2020 JU,1
       (2020 JV),0.6377,3.24,280.1,238.65,0.817,3.69,244.0,4.0,113,21.4,0.2912,310.4,2460170.8,54016979,2020 JV,1
       (2020 JX),0.5719,5.81,88.06,152.04,1.03,3.78,41.0,7.0,64,23.8,0.2643,267.2,2460351.62,54016981,2020 JX,0
       (2020 JY),0.3014,20.28,57.19,175.02,1.023,1.91,15.0,5.0,69,24.5,0.5558,205.87,2460277.82,54016986,2020 JY,0
       (2020 JZ),0.6194,24.45,52.65,250.23,0.951,4.05,17.0,7.0,38,22.9,0.2495,237.61,2460491.1,54016987,2020 JZ,0
       (2020 JA1),0.4804,0.73,49.13,182.94,1.037,2.95,18.0,7.0,31,26.7,0.3496,356.1,2460011.65,54016988,2020 JA1,0
       (2020 JB1),0.3693,1.01,213.92,288.94,0.751,1.63,10.0,7.0,50,26.4,0.7588,101.06,2459867.33,54016989,2020 JB1,0
       (2020 JC1),0.2228,14.93,230.93,8.62,1.064,1.67,6.0,8.0,19,25.9,0.615,355.62,2458990.62,54016990,2020 JC1,0
       (2020 JE1),0.2005,9.84,232.91,106.11,0.834,1.25,12.0,6.0,76,24.7,0.9244,137.0,2459852.29,54016992,2020 JE1,0
       (2020 JF1),0.4589,11.66,232.85,24.32,0.994,2.68,1.0,4.0,42,27.1,0.3961,34.84,2459912.55,54016991,2020 JF1,0
       (2020 JG1),0.1034,9.96,229.56,156.38,0.872,1.07,14.0,4.0,43,25.8,1.028,177.87,2459827.4,54016993,2020 JG1,0
       (2020 JH1),0.1973,4.12,239.07,73.0,0.958,1.43,195.0,5.0,44,24.9,0.7562,349.56,2460014.3,54016994,2020 JH1,0
       (2020 JJ1),0.4178,36.82,229.07,247.1,0.694,1.69,6.0,9.0,28,23.3,0.7573,66.47,2458896.74,54016995,2020 JJ1,0
       (2020 JK1),0.2574,4.87,231.16,340.41,1.007,1.7,9.0,7.0,55,27.5,0.6246,287.76,2460116.16,54016996,2020 JK1,0
       (2020 JL1),0.5539,6.95,233.05,33.24,0.971,3.38,3.0,8.0,24,28.3,0.307,352.0,2459010.55,54016997,2020 JL1,0
       (2020 JM1),0.2975,5.23,56.36,215.33,1.009,1.86,16.0,7.0,43,26.0,0.5722,200.85,2460278.64,54016998,2020 JM1,0
       (2020 JO1),0.2931,16.2,231.63,338.57,1.078,1.97,31.0,7.0,75,23.8,0.5237,185.73,2460333.28,54017000,2020 JO1,0
       (2020 JP1),0.4893,11.95,233.02,322.58,1.151,3.36,35.0,6.0,89,22.1,0.2912,308.32,2460177.99,54017001,2020 JP1,0
       (2020 JQ1),0.5396,7.33,230.69,212.4,0.356,1.19,8.0,7.0,41,26.1,1.452,141.59,2459902.99,54017003,2020 JQ1,0
       (2020 JR1),0.227,1.12,216.25,83.78,0.928,1.47,7.0,7.0,46,27.6,0.7494,357.68,2460003.59,54017002,2020 JR1,0
       (2020 JT1),0.5284,15.61,230.96,101.69,0.615,1.99,3.0,8.0,73,24.2,0.6622,321.45,2459042.71,54017014,2020 JT1,0
       (2020 JU1),0.3269,2.05,168.05,127.07,0.998,1.97,41.0,6.0,63,24.3,0.5462,163.55,2459701.06,54017015,2020 JU1,0
       (2020 JV1),0.107,14.17,231.59,5.49,1.061,1.32,7.0,7.0,28,26.5,0.7609,50.76,2459933.78,54017030,2020 JV1,0
       (2020 JW1),0.3713,9.56,131.17,164.36,1.061,2.31,117.0,4.0,89,22.5,0.4495,69.53,2459845.82,54017033,2020 JW1,0
       (2020 JX1),0.2959,3.46,274.28,12.13,1.007,1.85,135.0,5.0,79,23.81,0.5764,194.91,2460286.9,54017031,2020 JX1,0
       (2020 JY1),0.3905,3.4,67.29,217.94,0.938,2.14,8.0,7.0,159,25.4,0.5165,142.34,2459724.9,54017032,2020 JY1,0
       (2020 JZ1),0.2779,4.57,43.83,230.79,0.99,1.75,15.0,7.0,24,25.7,0.6141,240.6,2460194.94,54017034,2020 JZ1,0
       (2020 JD2),0.6135,1.14,140.05,120.55,0.998,4.16,5.0,8.0,67,25.54,0.2377,355.06,2459006.3,54017035,2020 JD2,0
       (2020 JE2),0.449,6.75,56.91,267.67,0.716,1.88,3.0,7.0,51,27.6,0.6659,275.84,2460126.9,54017037,2020 JE2,0
       (2020 JF2),0.2663,10.48,57.97,158.74,1.245,2.15,4.0,9.0,10,23.75,0.4461,6.26,2458970.46,54017036,2020 JF2,0
       (2020 JG2),0.448,3.92,141.36,173.45,0.835,2.19,37.0,6.0,122,23.23,0.5302,144.27,2459728.37,54017038,2020 JG2,0
       (2020 JH2),0.5994,4.12,82.41,222.73,0.795,3.17,6.0,8.0,92,24.5,0.3526,343.25,2459035.0,54017039,2020 JH2,0
       (2020 JJ2),0.2831,6.13,243.32,303.7,1.068,1.91,11.0,8.0,25,24.2,0.5424,24.67,2458940.01,54017040,2020 JJ2,0
       (2020 JK2),0.2474,6.09,235.58,227.68,0.707,1.17,2.0,6.0,14,27.31,1.083,127.38,2459882.93,54017041,2020 JK2,0
       (2020 JL2),0.5407,6.63,177.51,111.37,0.992,3.33,32.0,7.0,49,23.5,0.3105,299.77,2460194.51,54017042,2020 JL2,0
       (2020 JM2),0.762,6.53,208.32,292.37,0.596,4.41,4.0,9.0,37,24.7,0.2487,13.4,2458932.61,54017043,2020 JM2,0
       (2020 JN2),0.3524,16.13,53.26,308.95,0.694,1.45,12.0,8.0,30,23.8,0.8893,272.04,2459087.41,54017045,2020 JN2,0
       (2020 JP2),0.5033,5.26,59.33,209.82,1.01,3.06,8.0,8.0,21,26.4,0.34,350.09,2459015.65,54017053,2020 JP2,0
       (2020 JQ2),0.2867,4.87,86.81,174.46,1.052,1.9,46.0,6.0,44,25.6,0.5506,184.25,2460319.71,54017054,2020 JQ2,0
       (2020 JR2),0.2117,14.93,227.8,282.18,0.86,1.32,3.0,7.0,23,25.9,0.8642,219.26,2460163.36,54017055,2020 JR2,0
       (2020 JT2),0.4407,5.07,96.7,171.33,1.193,3.07,33.0,7.0,53,23.3,0.3163,309.29,2460160.84,54017061,2020 JT2,0
       (2020 JU2),0.3111,34.17,56.59,258.86,1.138,2.16,13.0,9.0,27,22.4,0.4646,314.27,2459084.93,54017062,2020 JU2,0
       (2020 JV2),0.5545,6.39,242.05,46.11,0.944,3.29,11.0,8.0,45,25.5,0.3198,347.46,2459029.71,54017064,2020 JV2,0
       (2020 JX2),0.4497,6.62,59.42,125.17,1.133,2.99,5.0,9.0,10,23.9,0.3334,16.57,2458935.8,54017074,2020 JX2,0
       (2020 JY2),0.4178,10.88,173.83,261.76,0.928,2.26,1432.0,3.0,29,19.7,0.4898,278.94,2460166.01,54017075,2020 JY2,0
       (2020 JZ2),0.199,9.32,69.26,21.03,0.757,1.13,15.0,6.0,32,25.7,1.072,137.71,2459872.03,54017076,2020 JZ2,0
       (2020 JB3),0.6768,1.79,337.24,6.72,0.576,2.99,9.0,9.0,18,23.1,0.4144,328.76,2459061.88,54017110,2020 JB3,0
       (2020 JC3),0.6724,5.19,260.02,241.77,0.807,4.12,219.0,5.0,49,21.59,0.2548,278.27,2460321.29,54017111,2020 JC3,1
       (2020 JF3),0.5705,7.0,177.89,272.16,0.504,1.84,7.0,7.0,10,22.2,0.7746,154.16,2459801.48,54017115,2020 JF3,0
       (2020 JG3),0.1018,6.35,220.81,355.9,1.107,1.36,9.0,8.0,11,26.06,0.7201,12.59,2458965.02,54017118,2020 JG3,0
       (2020 JJ3),0.1565,23.54,72.49,103.54,1.267,1.74,13.0,8.0,17,22.5,0.5354,46.73,2458900.21,54017128,2020 JJ3,0
       (2020 JK3),0.3807,2.54,38.09,206.23,1.07,2.39,29.0,6.0,20,26.1,0.4341,76.35,2459824.59,54017139,2020 JK3,0
       (2020 JL3),0.697,6.86,25.01,331.74,0.498,2.79,26.0,7.0,38,21.8,0.4685,77.37,2459835.37,54017142,2020 JL3,0
       (2020 JN3),0.2079,0.6,164.63,146.64,0.912,1.39,11.0,6.0,35,27.4,0.7983,36.19,2459955.16,54017159,2020 JN3,0
       (2020 JP3),0.2402,3.92,233.77,25.16,1.199,1.96,23.0,7.0,16,24.6,0.4971,130.2,2459738.57,54017201,2020 JP3,0
       (2020 JQ3),0.4223,8.7,168.22,124.84,1.024,2.52,154.0,5.0,32,22.8,0.4178,42.23,2459899.42,54017217,2020 JQ3,0
       (2020 JR3),0.1863,4.48,253.3,84.53,0.956,1.39,185.0,5.0,48,24.0,0.7739,345.44,2460019.32,54017226,2020 JR3,0
       (2020 JU3),0.619,2.5,281.85,16.61,0.948,4.03,37.0,4.0,35,24.0,0.2513,240.72,2460475.21,54017263,2020 JU3,0
       (2020 JW3),0.5291,15.19,191.79,136.75,1.287,4.18,6568.0,0.0,44,19.4,0.2182,189.09,2460783.76,54017561,2020 JW3,0
       (2020 JS15),0.5176,8.05,171.0,121.34,1.297,4.08,138.0,4.0,56,21.2,0.2235,209.17,2460675.4,54046598,2020 JS15,0
       (2020 JZ15),0.4159,6.72,224.68,77.97,1.293,3.13,2723.0,0.0,77,20.56,0.2993,275.35,2460283.38,54049901,2020 JZ15,0
       (2020 JL31),0.4831,4.7,354.35,291.06,1.224,3.51,27.0,7.0,15,21.31,0.2704,255.45,2460387.18,54148939,2020 JL31,0
       (2020 JV38),0.5627,9.3,44.86,214.18,0.946,3.38,2.0,8.0,11,27.55,0.3095,351.4,2459001.28,54225503,2020 JV38,0
       (2020 KA),0.1699,3.94,61.94,261.66,0.873,1.23,1.0,6.0,36,27.5,0.9139,137.96,2459849.54,54017044,2020 KA,0
       (2020 KB),0.6101,7.51,59.88,226.76,0.934,3.86,15.0,7.0,60,24.8,0.2659,258.64,2460381.63,54017052,2020 KB,0
       (2020 KC),0.5499,3.23,69.0,160.13,1.075,3.7,16.0,8.0,39,24.4,0.2668,1.58,2458982.6,54017056,2020 KC,0
       (2020 KE),0.3219,5.77,227.23,344.95,1.044,2.04,35.0,7.0,28,25.3,0.5159,173.95,2459663.32,54017057,2020 KE,0
       (2020 KF),0.414,7.64,59.93,250.88,0.88,2.12,17.0,8.0,36,25.4,0.5355,325.87,2459049.23,54017058,2020 KF,0
       (2020 KG),0.4622,4.05,114.39,113.63,1.209,3.29,41.0,6.0,33,24.0,0.2923,299.12,2460208.77,54017059,2020 KG,0
       (2020 KJ),0.6465,11.94,68.05,225.45,0.858,4.0,25.0,7.0,56,24.5,0.2606,253.36,2460409.65,54017060,2020 KJ,0
       (2020 KK),0.6909,20.79,56.51,31.93,0.275,1.5,5.0,9.0,19,24.65,1.175,71.92,2458924.32,54017063,2020 KK,0
       (2020 KL),0.0725,11.04,51.96,235.24,0.999,1.15,174.0,4.0,37,24.8,0.8821,127.73,2459855.69,54017077,2020 KL,0
       (2020 KM),0.361,37.45,65.21,214.7,1.057,2.25,7.0,9.0,19,23.8,0.4634,340.48,2459028.62,54017078,2020 KM,0
       (2020 KN),0.359,8.99,256.49,296.15,1.129,2.39,10.0,8.0,18,23.4,0.4217,17.28,2458945.52,54017079,2020 KN,0
       (2020 KO),0.4285,7.84,99.47,33.61,0.702,1.75,10.0,8.0,18,23.8,0.724,59.43,2458908.4,54017080,2020 KO,0
       (2020 KP),0.5401,3.59,61.01,238.8,0.844,2.83,5.0,8.0,13,27.9,0.3963,341.37,2459033.5,54017081,2020 KP,0
       (2020 KQ),0.5897,26.09,63.9,253.52,0.787,3.05,28.0,6.0,58,23.27,0.3709,352.84,2460019.8,54017082,2020 KQ,0
       (2020 KR),0.4531,9.42,59.76,253.81,0.782,2.08,4.0,7.0,33,28.1,0.5765,192.88,2460290.39,54017084,2020 KR,0
       (2020 KS),0.2355,5.15,67.96,79.23,0.831,1.34,44.0,5.0,132,25.8,0.8695,223.83,2460157.1,54017085,2020 KS,0
       (2020 KT),0.3936,5.78,171.77,230.5,0.486,1.12,12.0,8.0,30,24.0,1.371,215.69,2459094.72,54017086,2020 KT,0
       (2020 KU),0.2602,6.63,63.1,222.79,0.955,1.63,6.0,6.0,64,28.53,0.6719,291.48,2460102.48,54017087,2020 KU,0
       (2020 KV),0.1702,23.73,66.15,300.48,0.801,1.13,15.0,6.0,68,25.0,1.039,219.62,2460135.59,54017088,2020 KV,0
       (2020 KW),0.5065,2.27,234.49,354.69,1.011,3.09,3.0,7.0,27,28.5,0.3362,343.02,2460051.02,54017090,2020 KW,0
       (2020 KX),0.1207,13.88,62.38,180.36,1.041,1.33,8.0,7.0,42,26.3,0.765,49.98,2459935.17,54017089,2020 KX,0
       (2020 KY),0.1069,3.97,88.15,157.22,1.056,1.31,26.0,7.0,41,26.2,0.7671,50.58,2459934.56,54017091,2020 KY,0
       (2020 KZ),0.4883,3.78,100.5,128.18,1.086,3.16,9.0,8.0,22,25.4,0.3189,3.7,2458979.9,54017092,2020 KZ,0
       (2020 KA1),0.1677,14.67,233.05,199.91,0.742,1.04,5.0,6.0,24,26.7,1.172,265.87,2460080.84,54017094,2020 KA1,0
       (2020 KB1),0.5395,8.27,76.46,144.83,1.072,3.58,29.0,8.0,38,24.0,0.2774,3.59,2458975.57,54017095,2020 KB1,0
       (2020 KC1),0.1245,19.4,95.83,163.18,1.206,1.55,979.0,2.0,65,21.99,0.6095,239.53,2460198.14,54017096,2020 KC1,0
       (2020 KD1),0.3573,8.73,62.08,217.48,0.957,2.02,4.0,6.0,54,27.9,0.5426,169.7,2459687.73,54017097,2020 KD1,0
       (2020 KF1),0.4732,4.99,210.74,31.63,1.047,2.93,50.0,6.0,32,24.5,0.3515,353.78,2460018.2,54017098,2020 KF1,0
       (2020 KH1),0.2243,11.22,229.3,286.24,0.873,1.38,2.0,8.0,14,27.5,0.8253,56.89,2458918.57,54017112,2020 KH1,0
       (2020 KJ1),0.155,4.87,80.64,228.9,0.946,1.29,11.0,7.0,28,26.4,0.8317,66.39,2459920.68,54017113,2020 KJ1,0
       (2020 KK1),0.7008,10.85,273.9,52.85,0.715,4.06,37.0,6.0,32,20.9,0.2669,247.62,2460421.52,54017114,2020 KK1,0
       (2020 KM1),0.6019,43.82,53.98,220.64,0.952,3.83,10.0,9.0,42,22.5,0.2665,350.53,2459025.02,54017116,2020 KM1,0
       (2020 KN1),0.2915,23.51,75.27,128.25,1.118,2.04,25.0,7.0,50,22.98,0.4973,161.51,2459675.74,54017117,2020 KN1,0
       (2020 KO1),0.4836,1.88,132.44,140.61,1.025,2.94,31.0,6.0,56,24.9,0.3525,345.31,2460042.17,54017119,2020 KO1,0
       (2020 KP1),0.2913,31.36,234.3,354.43,1.125,2.05,2923.0,0.0,85,23.1,0.493,142.22,2459712.05,54017120,2020 KP1,0
       (2020 KQ1),0.5302,13.98,72.28,250.0,0.795,2.59,20.0,7.0,32,24.1,0.4476,63.46,2459858.72,54017121,2020 KQ1,0
       (2020 KR1),0.3893,5.84,98.0,189.51,1.025,2.33,37.0,6.0,107,24.6,0.4535,77.1,2459830.46,54017122,2020 KR1,0
       (2020 KS1),0.5054,5.75,65.7,200.15,1.197,3.64,93.0,5.0,50,21.0,0.2619,262.24,2460373.79,54017129,2020 KS1,0
       (2020 KU1),0.4788,6.65,232.58,82.34,0.808,2.29,9.0,8.0,57,24.5,0.5104,330.93,2459047.46,54017130,2020 KU1,0
       (2020 KV1),0.3286,2.73,70.32,166.64,1.034,2.05,32.0,7.0,45,26.2,0.5158,161.83,2459686.78,54017131,2020 KV1,0
       (2020 KW1),0.3431,1.67,68.62,220.71,0.926,1.89,1.0,7.0,37,28.8,0.5889,210.57,2460254.26,54017132,2020 KW1,0
       (2020 KX1),0.4425,9.98,228.72,357.39,1.057,2.74,30.0,6.0,68,24.5,0.3775,25.54,2459932.85,54017133,2020 KX1,0
       (2020 KY1),0.6806,7.15,103.7,214.59,0.766,4.03,10.0,8.0,38,23.5,0.2652,345.27,2459043.06,54017134,2020 KY1,0
       (2020 KZ1),0.298,36.01,235.23,205.42,0.755,1.4,372.0,3.0,62,21.1,0.8841,307.23,2460060.19,54017135,2020 KZ1,0
       (2020 KA2),0.305,36.95,73.54,141.01,1.204,2.26,25.0,7.0,38,22.7,0.432,88.3,2459796.07,54017136,2020 KA2,0
       (2020 KB2),0.1754,13.17,227.58,328.19,1.041,1.48,15.0,7.0,41,24.6,0.6948,12.68,2459982.24,54017137,2020 KB2,0
       (2020 KC2),0.2657,24.25,223.54,302.12,1.051,1.81,4.0,8.0,16,23.4,0.5755,45.91,2458908.72,54017138,2020 KC2,0
       (2020 KD2),0.3448,26.65,64.91,142.81,1.023,2.1,3865.0,0.0,138,21.02,0.5053,161.8,2459680.29,54017140,2020 KD2,0
       (2020 KE2),0.6161,7.3,196.74,87.19,1.044,4.4,98.0,6.0,47,23.3,0.2196,213.2,2460668.93,54017141,2020 KE2,0
       (2020 KF2),0.4775,2.33,207.95,33.65,1.049,2.97,6.0,8.0,50,26.2,0.3465,0.15,2458992.06,54017143,2020 KF2,0
       (2020 KG2),0.5568,45.35,222.03,25.4,1.107,3.89,5.0,9.0,24,22.2,0.2498,355.29,2459008.37,54017144,2020 KG2,0
       (2020 KJ2),0.4226,6.71,127.2,144.01,1.237,3.05,59.0,5.0,26,23.14,0.3144,308.03,2460165.79,54017156,2020 KJ2,0
       (2020 KM2),0.585,6.04,119.83,63.08,1.004,3.83,9.0,8.0,26,23.5,0.262,14.04,2458936.91,54017157,2020 KM2,0
       (2020 KN2),0.4516,0.5,83.08,201.09,0.977,2.59,21.0,7.0,85,26.32,0.4147,42.84,2459897.21,54017158,2020 KN2,0
       (2020 KO2),0.271,24.28,239.75,82.58,0.882,1.54,9.0,8.0,76,24.4,0.7401,308.44,2459061.17,54017160,2020 KO2,0
       (2020 KP2),0.1804,11.19,237.53,25.36,1.083,1.56,27.0,7.0,61,25.1,0.6487,280.06,2460123.74,54017161,2020 KP2,0
       (2020 KR2),0.1645,3.03,199.21,262.79,0.8,1.11,5.0,6.0,17,26.6,1.052,105.43,2459900.32,54017162,2020 KR2,0
       (2020 KS2),0.205,29.84,233.57,173.63,0.697,1.06,4.0,8.0,34,24.4,1.2,194.6,2459128.37,54017163,2020 KS2,0
       (2020 KT2),0.6391,8.55,106.24,211.42,0.885,4.02,207.0,4.0,53,21.7,0.2566,239.42,2460470.41,54017164,2020 KT2,1
       (2020 KU2),0.5365,1.37,205.89,106.72,0.781,2.59,7.0,8.0,59,25.8,0.4507,335.94,2459041.89,54017165,2020 KU2,0
       (2020 KV2),0.4826,6.7,223.07,34.98,1.031,2.95,5.0,8.0,28,25.9,0.3506,354.57,2459005.98,54017166,2020 KV2,0
       (2020 KW2),0.5723,49.72,231.57,223.53,0.715,2.63,2171.0,1.0,53,18.84,0.4558,210.46,2460328.62,54017167,2020 KW2,0
       (2020 KY2),0.158,10.39,71.38,222.48,1.116,1.53,32.0,6.0,55,23.59,0.6462,253.18,2460165.8,54017178,2020 KY2,0
       (2020 KZ2),0.0326,7.15,64.17,2.67,0.981,1.05,8.0,5.0,39,27.7,0.9655,70.37,2459927.62,54017179,2020 KZ2,0
       (2020 KB3),0.4932,5.63,82.0,186.94,1.023,3.01,23.0,3.0,105,24.8,0.3436,337.18,2460066.91,54017180,2020 KB3,0
       (2020 KC3),0.4843,4.5,230.5,311.48,0.871,2.51,24.0,8.0,26,23.7,0.4493,21.78,2458943.03,54017181,2020 KC3,0
       (2020 KD3),0.3192,3.78,65.62,230.53,0.92,1.78,180.0,6.0,33,26.4,0.6271,242.76,2460187.45,54017182,2020 KD3,0
       (2020 KE3),0.5804,1.8,204.1,0.3,0.973,3.67,8.0,7.0,22,26.51,0.2789,289.72,2460252.51,54017183,2020 KE3,0
       (2020 KF3),0.1294,1.82,211.37,135.35,0.919,1.19,24.0,6.0,23,26.9,0.9091,106.48,2459883.37,54017184,2020 KF3,0
       (2020 KG3),0.1994,22.12,64.04,287.98,0.901,1.35,28.0,6.0,40,23.9,0.8249,21.81,2459974.06,54017185,2020 KG3,0
       (2020 KJ3),0.3926,3.6,228.16,79.15,0.868,1.99,16.0,7.0,51,26.0,0.5768,191.53,2460292.56,54017186,2020 KJ3,0
       (2020 KK3),0.5722,6.79,59.11,239.83,0.942,3.46,11.0,8.0,25,25.4,0.3017,345.22,2459040.48,54017187,2020 KK3,0
       (2020 KL3),0.4036,26.79,238.0,309.99,0.974,2.29,9.0,8.0,54,24.4,0.4724,23.98,2458942.74,54017188,2020 KL3,0
       (2020 KM3),0.483,10.69,87.56,207.75,1.123,3.22,60.0,5.0,103,22.1,0.3081,292.77,2460218.71,54017189,2020 KM3,0
       (2020 KN3),0.7174,9.34,199.05,152.02,0.862,5.24,206.0,4.0,62,19.6,0.1849,173.68,2459061.34,54017195,2020 KN3,1
       (2020 KO3),0.5044,11.79,122.4,213.44,0.925,2.81,3198.0,1.0,56,20.2,0.3868,3.87,2459990.5,54017196,2020 KO3,1
       (2020 KP3),0.508,5.34,240.47,350.98,1.01,3.1,21.0,3.0,91,25.9,0.3351,340.71,2460058.07,54017197,2020 KP3,0
       (2020 KS3),0.2798,11.25,61.82,313.09,0.697,1.24,6.0,8.0,19,23.5,1.034,259.38,2459088.78,54017198,2020 KS3,0
       (2020 KT3),0.3355,20.04,233.5,54.39,1.139,2.29,11.0,8.0,28,23.7,0.439,338.07,2459043.45,54017199,2020 KT3,0
       (2020 KU3),0.7078,37.48,222.91,141.22,0.752,4.4,213.0,4.0,60,19.6,0.2386,209.84,2460629.74,54017200,2020 KU3,0
       (2020 KW3),0.5201,6.23,228.4,356.22,1.144,3.62,54.0,6.0,33,22.5,0.2678,271.17,2460332.22,54017202,2020 KW3,0
       (2020 KX3),0.4555,2.39,217.61,356.57,1.03,2.75,20.0,7.0,34,25.8,0.3791,31.38,2459917.73,54017203,2020 KX3,0
       (2020 KY3),0.2968,31.95,68.56,206.1,1.23,2.27,27.0,7.0,24,22.9,0.4262,51.96,2459878.59,54017204,2020 KY3,0
       (2020 KZ3),0.2665,4.59,77.95,213.4,0.986,1.7,14.0,7.0,59,26.2,0.6321,247.85,2460177.92,54017205,2020 KZ3,0
       (2020 KB4),0.3658,3.4,241.49,245.29,0.664,1.43,3.0,8.0,13,26.8,0.9203,74.02,2458913.07,54017213,2020 KB4,0
       (2020 KD4),0.3799,2.66,241.24,11.21,1.04,2.31,60.0,6.0,50,26.3,0.4537,92.49,2459796.63,54017214,2020 KD4,0
       (2020 KE4),0.4896,4.55,240.87,43.72,0.96,2.8,23.0,6.0,30,25.3,0.3818,10.59,2459972.76,54017215,2020 KE4,0
       (2020 KF4),0.3587,13.82,61.13,13.26,0.553,1.17,10.0,8.0,15,24.4,1.23,153.05,2458867.12,54017216,2020 KF4,0
       (2020 KG4),0.622,6.41,244.92,2.45,1.066,4.58,30.0,7.0,65,25.0,0.208,208.55,2460728.56,54017223,2020 KG4,0
       (2020 KJ4),0.1336,2.86,67.58,293.91,0.845,1.11,7.0,5.0,44,29.9,1.024,206.76,2460150.15,54017225,2020 KJ4,0
       (2020 KK4),0.3955,3.63,241.39,322.84,0.97,2.24,19.0,7.0,47,26.3,0.4852,144.8,2459702.06,54017228,2020 KK4,0
       (2020 KL4),0.3262,25.22,65.74,222.96,1.083,2.13,15.0,8.0,13,24.0,0.4837,335.99,2459041.13,54017227,2020 KL4,0
       (2020 KM4),0.2209,6.03,64.39,214.73,0.989,1.55,14.0,6.0,50,27.9,0.6894,310.93,2460071.68,54017229,2020 KM4,0
       (2020 KN4),0.2924,34.6,247.85,249.59,0.75,1.37,731.0,2.0,191,21.34,0.9031,264.66,2460106.06,54017231,2020 KN4,0
       (2020 KO4),0.5678,3.58,65.15,220.49,0.94,3.41,10.0,8.0,23,26.9,0.3072,348.73,2459028.2,54017230,2020 KO4,0
       (2020 KQ4),0.1327,4.9,60.35,106.82,0.924,1.21,6.0,6.0,43,26.5,0.896,243.16,2460130.9,54017232,2020 KQ4,0
       (2020 KR4),0.9048,14.94,80.19,314.71,0.175,3.49,2854.0,0.0,81,21.06,0.3972,11.35,2459971.94,54017234,2020 KR4,1
       (2020 KT4),0.2864,4.17,68.7,90.39,0.856,1.54,7.0,8.0,29,23.1,0.7507,57.42,2458918.01,54017233,2020 KT4,0
       (2020 KV4),0.2,31.95,243.99,352.12,1.236,1.85,5.0,9.0,10,23.8,0.5134,3.55,2458985.58,54017245,2020 KV4,0
       (2020 KW4),0.5491,1.44,60.29,237.17,0.878,3.02,1.0,8.0,15,26.4,0.3626,345.54,2459035.39,54017246,2020 KW4,0
       (2020 KY4),0.3958,4.03,63.11,159.3,0.999,2.31,2.0,7.0,32,27.2,0.4636,115.02,2459752.4,54017247,2020 KY4,0
       (2020 KZ4),0.4638,4.25,244.05,4.44,1.034,2.82,19.0,7.0,54,26.6,0.3679,8.24,2459978.11,54017248,2020 KZ4,0
